TOA5,CR800_okl,CR800,8817,CR800.Std.07,CPU:chamber_COS_OK.CR8,29261
TIMESTAMP,RECORD,BattV_Avg,soil_moist_Avg,soil_moist_Std,soil_temp_C_Avg,soil_temp_C_Std
TS,RN,Volts,wfv,wfv,deg_c,deg_c
,,Avg,Avg,Std,Avg,Std
10/04/12 4:00,352,12.25,0.18,0.002,15.58,0.129
10/04/12 4:30,353,12.25,0.182,0.001,15.34,0.092
10/04/12 5:00,354,12.25,0.179,0.001,14.95,0.075
10/04/12 5:30,355,12.25,0.181,0.001,14.76,0.1
10/04/12 6:00,356,12.25,0.179,0.002,14.74,0.104
10/04/12 6:30,357,12.25,0.18,0.001,14.71,0.096
10/04/12 7:00,358,12.25,0.181,0,14.61,0.033
10/04/12 7:30,359,12.25,0.181,0,14.78,0.099
10/04/12 8:00,360,12.25,0.181,0,14.96,0.049
10/04/12 8:30,361,12.25,0.181,0,15.15,0.085
10/04/12 9:00,362,12.25,0.181,0,15.21,0.034
10/04/12 9:30,363,12.25,0.181,0.001,15.03,0.105
10/04/12 10:00,364,12.25,0.179,0.002,14.72,0.095
10/04/12 10:30,365,12.25,0.178,0,14.39,0.113
10/04/12 11:00,366,12.25,0.179,0,14.21,0.099
10/04/12 11:30,367,12.25,0.178,0.002,14.1,0
10/04/12 12:00,368,12.25,0.178,0.001,14.26,0.101
10/04/12 12:30,369,12.25,0.178,0.001,14.4,0.012
10/04/12 13:00,370,12.25,0.179,0.001,14.5,0.1
10/04/12 13:30,371,12.25,0.179,0,14.67,0.048
10/04/12 14:00,372,12.25,0.179,0,14.96,0.066
10/04/12 14:30,373,12.25,0.178,0,15.17,0.076
10/04/12 15:00,374,12.25,0.179,0,15.25,0.089
10/04/12 15:30,375,12.25,0.177,0.002,15.24,0.079
10/04/12 16:00,376,12.25,0.176,0.001,15.73,0.284
10/04/12 16:30,377,12.25,0.176,0.001,16.56,0.165
10/04/12 17:00,378,12.25,0.176,0.001,17.09,0.129
10/04/12 17:30,379,12.25,0.176,0.002,17.18,0.137
10/04/12 18:00,380,12.25,0.177,0.001,18.13,0.415
10/04/12 18:30,381,12.25,0.178,0.002,18.98,0.132
10/04/12 19:00,382,12.25,0.178,0.002,19.43,0.106
10/04/12 19:30,383,12.25,0.179,0.001,19.68,0.138
10/04/12 20:00,384,12.25,0.178,0.002,19.88,0.067
10/04/12 20:30,385,12.25,0.174,0.001,19.9,0.011
10/04/12 21:00,386,12.25,0.174,0.001,19.89,0.04
10/04/12 21:30,387,12.25,0.176,0.001,19.86,0.082
10/04/12 22:00,388,12.25,0.177,0.001,19.85,0.088
10/04/12 22:30,389,12.25,0.175,0.001,19.35,0.189
10/04/12 23:00,390,12.25,0.174,0.001,18.91,0.146
10/04/12 23:30,391,12.25,0.174,0.002,18.54,0.101
11/04/12 0:00,392,12.25,0.173,0.002,18.16,0.142
11/04/12 0:30,393,12.25,0.174,0,17.98,0.036
11/04/12 1:00,394,12.25,0.173,0.002,17.57,0.226
11/04/12 1:30,395,12.25,0.172,0.001,16.95,0.161
11/04/12 2:00,396,12.25,0.174,0.002,16.72,0.036
11/04/12 2:30,397,12.25,0.172,0.001,16.58,0.097
11/04/12 3:00,398,12.25,0.172,0.001,16.37,0.096
11/04/12 3:30,399,12.25,0.17,0.002,16.27,0.045
11/04/12 4:00,400,12.25,0.17,0.002,16.04,0.086
11/04/12 4:30,401,12.25,0.171,0.002,15.82,0.071
11/04/12 5:00,402,12.25,0.17,0.001,15.66,0.085
11/04/12 5:30,403,12.25,0.17,0.002,15.42,0.041
11/04/12 6:00,404,12.25,0.169,0.001,15.4,0.011
11/04/12 6:30,405,12.25,0.171,0.001,15.25,0.092
11/04/12 7:00,406,12.25,0.168,0.001,15,0.044
11/04/12 7:30,407,12.25,0.174,0.004,14.11,0.334
11/04/12 8:00,408,12.25,0.187,0.003,13.7,0.012
11/04/12 8:30,409,12.25,0.192,0.002,13.79,0.024
11/04/12 9:00,410,12.25,0.194,0.002,13.71,0.032
11/04/12 9:30,411,12.25,0.196,0,13.63,0.162
11/04/12 10:00,412,12.25,0.196,0.002,13.21,0.13
11/04/12 10:30,413,12.25,0.194,0.001,12.87,0.096
11/04/12 11:00,414,12.25,0.229,0.029,12.75,0.056
11/04/12 11:30,415,12.25,0.286,0.003,12.47,0.095
11/04/12 12:00,416,12.25,0.296,0.004,12.39,0.033
11/04/12 12:30,417,12.25,0.307,0.003,12.37,0.046
11/04/12 13:00,418,12.25,0.308,0.001,12.41,0.036
11/04/12 13:30,419,12.25,0.304,0.001,12.64,0.062
11/04/12 14:00,420,12.25,0.301,0.001,12.65,0.05
11/04/12 14:30,421,12.25,0.298,0.001,12.82,0.088
11/04/12 15:00,422,12.25,0.295,0.002,13.23,0.119
11/04/12 15:30,423,12.25,0.294,0.001,13.14,0.082
11/04/12 16:00,424,12.25,0.292,0.002,13.59,0.33
11/04/12 16:30,425,12.25,0.288,0.002,13.89,0.1
11/04/12 17:00,426,12.25,0.285,0.002,14.29,0.239
11/04/12 17:30,427,12.25,0.283,0.002,15.45,0.293
11/04/12 18:00,428,12.25,0.279,0.002,15.97,0.092
11/04/12 18:30,429,12.25,0.276,0.002,16.01,0.081
11/04/12 19:00,430,12.25,0.273,0.001,15.88,0.098
11/04/12 19:30,431,12.25,0.27,0.001,16.1,0.139
11/04/12 20:00,432,12.25,0.267,0.002,16.27,0.043
11/04/12 20:30,433,12.25,0.264,0.002,16.42,0.117
11/04/12 21:00,434,12.25,0.261,0.002,16.69,0.036
11/04/12 21:30,435,12.25,0.258,0.002,16.7,0
11/04/12 22:00,436,12.25,0.255,0.002,16.63,0.099
11/04/12 22:30,437,12.25,0.252,0.002,16.23,0.069
11/04/12 23:00,438,12.25,0.249,0.002,16.06,0.093
11/04/12 23:30,439,12.25,0.248,0.002,15.92,0.099
12/04/12 0:00,440,12.25,0.245,0.001,15.7,0.096
12/04/12 0:30,441,12.25,0.243,0.002,15.46,0.049
12/04/12 1:00,442,12.25,0.241,0.001,15.29,0.1
12/04/12 1:30,443,12.25,0.24,0.002,15.03,0.077
12/04/12 2:00,444,12.25,0.24,0.001,14.91,0.046
12/04/12 2:30,445,12.25,0.238,0.002,14.7,0.035
12/04/12 3:00,446,12.25,0.237,0.001,14.61,0.033
12/04/12 3:30,447,12.25,0.236,0.002,14.42,0.059
12/04/12 4:00,448,12.25,0.235,0.001,14.37,0.045
12/04/12 4:30,449,12.25,0.233,0.001,14.19,0.108
12/04/12 5:00,450,12.25,0.233,0.002,13.87,0.105
12/04/12 5:30,451,12.25,0.232,0.002,13.54,0.124
12/04/12 6:00,452,12.25,0.232,0.001,13.27,0.118
12/04/12 6:30,453,12.25,0.23,0,13.1,0.005
12/04/12 7:00,454,12.25,0.228,0.002,13.1,0.005
12/04/12 7:30,455,12.25,0.229,0.001,13.01,0.035
12/04/12 8:00,456,12.25,0.228,0,13.01,0.032
12/04/12 8:30,457,12.25,0.228,0.002,13.08,0.038
12/04/12 9:00,458,12.25,0.226,0.002,13.03,0.046
12/04/12 9:30,459,12.25,0.229,0.001,13,0.018
12/04/12 10:00,460,12.25,0.226,0.001,12.85,0.084
12/04/12 10:30,461,12.25,0.226,0.001,12.8,0
12/04/12 11:00,462,12.25,0.224,0.001,12.8,0.01
12/04/12 11:30,463,12.25,0.227,0.001,12.79,0.024
12/04/12 12:00,464,12.25,0.224,0.002,12.8,0
12/04/12 12:30,465,12.25,0.224,0,12.93,0.095
12/04/12 13:00,466,12.25,0.224,0.001,13.05,0.05
12/04/12 13:30,467,12.25,0.224,0,13.26,0.083
12/04/12 14:00,468,12.25,0.222,0.002,13.4,0.036
12/04/12 14:30,469,12.25,0.222,0.002,13.59,0.122
12/04/12 15:00,470,12.25,0.221,0,13.79,0.086
12/04/12 15:30,471,12.25,0.219,0.002,14.08,0.098
12/04/12 16:00,472,12.25,0.219,0.002,14.64,0.21
12/04/12 16:30,473,12.25,0.22,0.001,15.76,0.378
12/04/12 17:00,474,12.25,0.217,0.001,16.32,0.062
12/04/12 17:30,475,12.25,0.216,0.001,16.64,0.197
12/04/12 18:00,476,12.25,0.216,0.001,17.01,0.077
12/04/12 18:30,477,12.25,0.215,0.002,17.29,0.052
12/04/12 19:00,478,12.25,0.213,0.002,17.88,0.222
12/04/12 19:30,479,12.25,0.212,0.002,18.58,0.22
12/04/12 20:00,480,12.25,0.212,0.001,19.39,0.325
12/04/12 20:30,481,12.25,0.209,0.002,19.36,0.254
12/04/12 21:00,482,12.25,0.207,0.002,18.67,0.113
12/04/12 21:30,483,12.25,0.206,0.002,18.45,0.129
12/04/12 22:00,484,12.25,0.205,0.002,18.09,0.099
12/04/12 22:30,485,12.25,0.206,0.002,18,0
12/04/12 23:00,486,12.25,0.203,0.001,18.12,0.097
12/04/12 23:30,487,12.25,0.204,0.002,18.21,0.044
13/04/12 0:00,488,12.25,0.202,0.002,17.97,0.077
13/04/12 0:30,489,12.25,0.203,0.002,17.73,0.089
13/04/12 1:00,490,12.25,0.201,0,17.52,0.059
13/04/12 1:30,491,12.25,0.201,0.002,17.33,0.069
13/04/12 2:00,492,12.25,0.201,0.001,17.19,0.078
13/04/12 2:30,493,12.25,0.202,0.001,17,0.011
13/04/12 3:00,494,12.25,0.199,0.001,17,0
13/04/12 3:30,495,12.25,0.199,0,16.9,0.1
13/04/12 4:00,496,12.25,0.2,0.001,16.8,0.007
13/04/12 4:30,497,12.25,0.198,0.001,16.75,0.05
13/04/12 5:00,498,12.25,0.199,0.001,16.7,0
13/04/12 5:30,499,12.25,0.2,0.001,16.61,0.099
13/04/12 6:00,500,12.25,0.197,0.001,16.51,0.033
13/04/12 6:30,501,12.25,0.198,0,16.4,0.1
13/04/12 7:00,502,12.25,0.198,0.002,16.25,0.05
13/04/12 7:30,503,12.25,0.197,0.001,16.19,0.036
13/04/12 8:00,504,12.25,0.197,0,16.2,0.011
13/04/12 8:30,505,12.25,0.199,0.001,16.14,0.092
13/04/12 9:00,506,12.25,0.196,0.002,16,0.023
13/04/12 9:30,507,12.25,0.195,0.001,15.99,0.042
13/04/12 10:00,508,12.25,0.196,0,15.98,0.062
13/04/12 10:30,509,12.25,0.196,0.001,15.99,0.045
13/04/12 11:00,510,12.25,0.195,0.002,16,0
13/04/12 11:30,511,12.25,0.194,0.001,16.15,0.086
13/04/12 12:00,512,12.25,0.195,0.001,16.25,0.05
13/04/12 12:30,513,12.25,0.195,0,16.3,0.03
13/04/12 13:00,514,12.25,0.196,0,16.58,0.118
13/04/12 13:30,515,12.25,0.196,0,16.73,0.047
13/04/12 14:00,516,12.25,0.196,0,17.22,0.151
13/04/12 14:30,517,12.25,0.196,0,17.64,0.231
13/04/12 15:00,518,12.25,0.195,0.001,18.39,0.246
13/04/12 15:30,519,12.25,0.192,0.001,19.34,0.298
13/04/12 16:00,520,12.25,0.192,0.001,20.33,0.258
13/04/12 16:30,521,12.25,0.192,0.001,21.23,0.319
13/04/12 17:00,522,12.25,0.192,0.002,22.2,0.323
13/04/12 17:30,523,12.25,0.195,0.002,22.98,0.175
13/04/12 18:00,524,12.25,0.192,0.002,23.3,0.016
13/04/12 18:30,525,12.25,0.192,0,23.61,0.135
13/04/12 19:00,526,12.25,0.193,0.001,23.92,0.18
13/04/12 19:30,527,12.25,0.189,0.001,24.19,0.041
13/04/12 20:00,528,12.25,0.191,0.002,24.14,0.119
13/04/12 20:30,529,12.25,0.189,0.001,23.91,0.058
13/04/12 21:00,530,12.25,0.187,0.002,23.74,0.125
13/04/12 21:30,531,12.25,0.188,0.002,23.34,0.078
13/04/12 22:00,532,12.25,0.187,0.001,23.29,0.062
13/04/12 22:30,533,12.25,0.186,0.002,22.95,0.147
13/04/12 23:00,534,12.25,0.186,0.002,22.45,0.236
13/04/12 23:30,535,12.25,0.185,0.002,21.59,0.318
14/04/12 0:00,536,12.25,0.184,0.001,20.92,0.065
14/04/12 0:30,537,12.25,0.184,0.002,20.6,0.116
14/04/12 1:00,538,12.25,0.182,0.001,20.32,0.083
14/04/12 1:30,539,12.25,0.183,0.002,19.95,0.158
14/04/12 2:00,540,12.25,0.183,0.001,19.52,0.083
14/04/12 2:30,541,12.25,0.274,0.089,18.76,0.559
14/04/12 3:00,542,12.26,0.387,0.007,18.24,0.147
14/04/12 3:30,543,12.26,0.377,0.003,18.4,0
14/04/12 4:00,544,12.26,0.368,0.003,18.43,0.069
14/04/12 4:30,545,12.26,0.359,0.003,18.6,0.021
14/04/12 5:00,546,12.26,0.352,0.002,18.49,0.099
14/04/12 5:30,547,12.26,0.348,0.002,18.26,0.093
14/04/12 6:00,548,12.26,0.344,0.002,18.12,0.097
14/04/12 6:30,549,12.26,0.342,0.002,18.09,0.1
14/04/12 7:00,550,12.26,0.339,0.002,18.22,0.076
14/04/12 7:30,551,12.26,0.338,0,18.4,0
14/04/12 8:00,552,12.26,0.336,0.001,18.4,0.011
14/04/12 8:30,553,12.25,0.338,0.001,18.4,0
14/04/12 9:00,554,12.25,0.388,0.04,18.52,0.098
14/04/12 9:30,555,12.25,0.432,0.002,18.43,0.087
14/04/12 10:00,556,12.25,0.433,0.001,18.3,0.101
14/04/12 10:30,557,12.25,0.435,0.001,18.07,0.095
14/04/12 11:00,558,12.25,0.433,0,17.82,0.111
14/04/12 11:30,559,12.25,0.436,0.002,17.7,0
14/04/12 12:00,560,12.25,0.437,0,17.56,0.093
14/04/12 12:30,561,12.25,0.437,0,17.53,0.074
14/04/12 13:00,562,12.25,0.437,0,17.68,0.057
14/04/12 13:30,563,12.25,0.434,0.004,17.8,0.114
14/04/12 14:00,564,12.25,0.409,0.003,18.25,0.188
14/04/12 14:30,565,12.25,0.404,0.002,18.69,0.125
14/04/12 15:00,566,12.25,0.402,0.002,19.15,0.129
14/04/12 15:30,567,12.25,0.398,0.002,19.2,0.1
14/04/12 16:00,568,12.25,0.396,0.001,19.45,0.089
14/04/12 16:30,569,12.25,0.394,0.001,19.5,0.033
14/04/12 17:00,570,12.25,0.392,0.002,19.75,0.14
14/04/12 17:30,571,12.25,0.389,0.002,19.89,0.031
14/04/12 18:00,572,12.25,0.389,0.001,20.03,0.095
14/04/12 18:30,573,12.25,0.386,0.002,19.78,0.101
14/04/12 19:00,574,12.25,0.385,0.001,19.74,0.088
14/04/12 19:30,575,12.25,0.384,0.001,20.29,0.165
14/04/12 20:00,576,12.25,0.384,0.002,20.58,0.097
14/04/12 20:30,577,12.25,0.382,0.001,20.91,0.131
14/04/12 21:00,578,12.25,0.38,0.002,21.09,0.046
14/04/12 21:30,579,12.25,0.379,0.001,20.92,0.059
14/04/12 22:00,580,12.25,0.378,0.001,21.02,0.099
14/04/12 22:30,581,12.25,0.377,0.002,20.92,0.077
14/04/12 23:00,582,12.25,0.375,0.001,20.89,0.037
14/04/12 23:30,583,12.25,0.377,0.001,20.69,0.133
15/04/12 0:00,584,12.25,0.374,0.001,20.4,0.1
15/04/12 0:30,585,12.25,0.374,0,20.25,0.086
15/04/12 1:00,586,12.25,0.374,0.001,20.08,0.068
15/04/12 1:30,587,12.25,0.371,0.002,19.9,0.026
15/04/12 2:00,588,12.25,0.371,0.001,19.78,0.097
15/04/12 2:30,589,12.25,0.373,0.001,19.81,0.099
15/04/12 3:00,590,12.25,0.371,0.001,19.79,0.099
15/04/12 3:30,591,12.25,0.37,0,19.65,0.088
15/04/12 4:00,592,12.25,0.37,0,19.5,0
15/04/12 4:30,593,12.25,0.37,0.002,19.5,0.015
15/04/12 5:00,594,12.25,0.369,0.001,19.48,0.063
15/04/12 5:30,595,12.25,0.37,0,19.4,0.1
15/04/12 6:00,596,12.25,0.368,0.002,19.49,0.048
15/04/12 6:30,597,12.25,0.367,0,19.5,0.023
15/04/12 7:00,598,12.25,0.367,0,19.49,0.031
15/04/12 7:30,599,12.25,0.366,0.002,19.49,0.033
15/04/12 8:00,600,12.25,0.366,0.001,19.41,0.099
15/04/12 8:30,601,12.25,0.392,0.036,18.99,0.337
15/04/12 9:00,602,12.25,0.442,0.002,18.21,0.065
15/04/12 9:30,603,12.25,0.442,0.001,17.97,0.076
15/04/12 10:00,604,12.25,0.442,0,17.77,0.097
15/04/12 10:30,605,12.25,0.444,0.001,17.42,0.147
15/04/12 11:00,606,12.25,0.445,0.001,17.29,0.026
15/04/12 11:30,607,12.25,0.444,0.001,17.19,0.054
15/04/12 12:00,608,12.25,0.446,0,16.84,0.118
15/04/12 12:30,609,12.25,0.446,0,16.6,0.1
15/04/12 13:00,610,12.25,0.446,0,16.53,0.072
15/04/12 13:30,611,12.25,0.446,0.001,16.87,0.153
15/04/12 14:00,612,12.25,0.44,0.008,17.21,0.035
15/04/12 14:30,613,12.25,0.422,0.002,17.2,0.005
15/04/12 15:00,614,12.25,0.411,0.003,17.29,0.044
15/04/12 15:30,615,12.25,0.403,0.002,17.41,0.099
15/04/12 16:00,616,12.25,0.4,0.001,17.5,0.011
15/04/12 16:30,617,12.25,0.399,0.001,17.55,0.089
15/04/12 17:00,618,12.25,0.397,0.001,17.91,0.048
15/04/12 17:30,619,12.25,0.395,0.002,18.13,0.23
15/04/12 18:00,620,12.25,0.393,0.001,18.72,0.14
15/04/12 18:30,621,12.25,0.391,0.001,19.02,0.097
15/04/12 19:00,622,12.25,0.389,0.001,19.29,0.036
15/04/12 19:30,623,12.25,0.387,0.002,19.3,0.021
15/04/12 20:00,624,12.25,0.385,0.001,19.16,0.092
15/04/12 20:30,625,12.25,0.382,0.001,18.92,0.059
15/04/12 21:00,626,12.25,0.381,0,18.9,0.014
15/04/12 21:30,627,12.25,0.38,0.002,18.88,0.043
15/04/12 22:00,628,12.25,0.378,0.001,18.64,0.083
15/04/12 22:30,629,12.25,0.379,0.002,18.59,0.052
15/04/12 23:00,630,12.25,0.377,0.001,18.31,0.118
15/04/12 23:30,631,12.25,0.376,0.001,17.89,0.119
16/04/12 0:00,632,12.25,0.373,0.001,17.44,0.139
16/04/12 0:30,633,12.25,0.373,0,17.07,0.138
16/04/12 1:00,634,12.25,0.372,0.002,16.68,0.11
16/04/12 1:30,635,12.25,0.369,0.001,16.33,0.108
16/04/12 2:00,636,12.25,0.371,0.001,15.95,0.163
16/04/12 2:30,637,12.25,0.372,0,15.55,0.118
16/04/12 3:00,638,12.25,0.372,0.001,15.1,0.167
16/04/12 3:30,639,12.25,0.369,0.001,14.79,0.1
16/04/12 4:00,640,12.25,0.369,0,14.7,0.017
16/04/12 4:30,641,12.25,0.368,0,14.41,0.119
16/04/12 5:00,642,12.25,0.369,0.001,14.09,0.065
16/04/12 5:30,643,12.25,0.367,0.002,13.82,0.102
16/04/12 6:00,644,12.25,0.366,0.001,13.51,0.117
16/04/12 6:30,645,12.25,0.367,0.001,13.35,0.05
16/04/12 7:00,646,12.25,0.367,0.001,13.13,0.079
16/04/12 7:30,647,12.25,0.368,0,13,0.018
16/04/12 8:00,648,12.25,0.366,0.002,12.85,0.095
16/04/12 8:30,649,12.25,0.365,0,12.73,0.047
16/04/12 9:00,650,12.25,0.365,0,12.65,0.055
16/04/12 9:30,651,12.25,0.365,0,12.26,0.153
16/04/12 10:00,652,12.25,0.365,0,11.91,0.095
16/04/12 10:30,653,12.25,0.364,0.002,11.63,0.046
16/04/12 11:00,654,12.25,0.364,0.001,11.54,0.049
16/04/12 11:30,655,12.25,0.364,0,11.68,0.041
16/04/12 12:00,656,12.25,0.364,0,11.59,0.094
16/04/12 12:30,657,12.25,0.364,0,11.19,0.074
16/04/12 13:00,658,12.25,0.363,0.001,11.23,0.098
16/04/12 13:30,659,12.25,0.363,0.001,11.69,0.147
16/04/12 14:00,660,12.25,0.364,0,12.22,0.188
16/04/12 14:30,661,12.25,0.364,0,12.87,0.221
16/04/12 15:00,662,12.25,0.362,0.001,13.65,0.257
16/04/12 15:30,663,12.25,0.362,0.001,15.24,0.683
16/04/12 16:00,664,12.25,0.363,0.001,16.82,0.22
16/04/12 16:30,665,12.25,0.362,0.002,17.11,0.111
16/04/12 17:00,666,12.25,0.36,0,17.58,0.139
16/04/12 17:30,667,12.25,0.359,0.001,17.79,0.106
16/04/12 18:00,668,12.25,0.357,0.001,18.13,0.1
16/04/12 18:30,669,12.25,0.356,0.001,18.49,0.167
16/04/12 19:00,670,12.25,0.354,0.002,18.84,0.087
16/04/12 19:30,671,12.25,0.354,0.001,18.65,0.089
16/04/12 20:00,672,12.25,0.352,0,18.54,0.101
16/04/12 20:30,673,12.25,0.35,0.001,18.3,0.101
16/04/12 21:00,674,12.25,0.35,0.001,18.2,0.015
16/04/12 21:30,675,12.25,0.348,0.001,18.11,0.1
16/04/12 22:00,676,12.25,0.349,0,17.93,0.049
16/04/12 22:30,677,12.25,0.347,0.002,17.68,0.098
16/04/12 23:00,678,12.25,0.346,0.001,17.43,0.094
16/04/12 23:30,679,12.25,0.347,0.001,17.19,0.105
17/04/12 0:00,680,12.25,0.347,0.001,16.84,0.118
17/04/12 0:30,681,12.25,0.347,0.001,16.46,0.167
17/04/12 1:00,682,12.25,0.347,0,15.8,0.242
17/04/12 1:30,683,12.25,0.347,0.001,15.01,0.24
17/04/12 2:00,684,12.25,0.344,0.001,14.38,0.169
17/04/12 2:30,685,12.25,0.344,0,13.89,0.135
17/04/12 3:00,686,12.25,0.343,0.001,13.5,0.117
17/04/12 3:30,687,12.25,0.342,0.001,13.21,0.114
17/04/12 4:00,688,12.25,0.343,0.001,12.88,0.113
17/04/12 4:30,689,12.25,0.343,0.001,12.63,0.073
17/04/12 5:00,690,12.25,0.342,0.002,12.34,0.049
17/04/12 5:30,691,12.25,0.341,0,12.09,0.091
17/04/12 6:00,692,12.25,0.341,0.001,11.92,0.04
17/04/12 6:30,693,12.25,0.342,0.001,11.88,0.053
17/04/12 7:00,694,12.25,0.341,0.001,11.69,0.034
17/04/12 7:30,695,12.25,0.34,0,11.64,0.049
17/04/12 8:00,696,12.25,0.34,0,11.6,0.021
17/04/12 8:30,697,12.25,0.34,0,11.6,0.007
17/04/12 9:00,698,12.25,0.34,0,11.6,0
17/04/12 9:30,699,12.25,0.34,0.001,11.51,0.043
17/04/12 10:00,700,12.25,0.338,0.001,11.29,0.048
17/04/12 10:30,701,12.25,0.338,0.001,11.25,0.05
17/04/12 11:00,702,12.25,0.338,0.002,11.18,0.041
17/04/12 11:30,703,12.25,0.338,0.001,11,0.127
17/04/12 12:00,704,12.25,0.338,0.001,10.59,0.133
17/04/12 12:30,705,12.25,0.338,0.001,10.33,0.048
17/04/12 13:00,706,12.25,0.338,0.001,10.61,0.157
17/04/12 13:30,707,12.25,0.339,0.002,11.29,0.228
17/04/12 14:00,708,12.25,0.338,0,12.13,0.254
17/04/12 14:30,709,12.25,0.338,0,12.96,0.25
17/04/12 15:00,710,12.25,0.338,0.001,13.9,0.392
17/04/12 15:30,711,12.25,0.34,0.002,15.54,0.466
17/04/12 16:00,712,12.25,0.338,0.002,16.87,0.279
17/04/12 16:30,713,12.25,0.339,0,17.51,0.228
17/04/12 17:00,714,12.25,0.339,0.001,18.28,0.212
17/04/12 17:30,715,12.25,0.336,0,18.99,0.215
17/04/12 18:00,716,12.25,0.336,0.001,19.36,0.093
17/04/12 18:30,717,12.25,0.336,0.001,19.61,0.113
17/04/12 19:00,718,12.25,0.335,0.002,19.97,0.126
17/04/12 19:30,719,12.25,0.333,0,19.99,0.099
17/04/12 20:00,720,12.25,0.332,0.001,19.89,0.05
17/04/12 20:30,721,12.25,0.332,0.001,19.74,0.085
17/04/12 21:00,722,12.25,0.329,0.001,19.52,0.087
17/04/12 21:30,723,12.25,0.329,0.001,19.23,0.095
17/04/12 22:00,724,12.25,0.329,0,19.02,0.099
17/04/12 22:30,725,12.25,0.328,0.001,18.77,0.131
17/04/12 23:00,726,12.25,0.325,0.001,18.54,0.094
17/04/12 23:30,727,12.25,0.325,0,18.23,0.139
18/04/12 0:00,728,12.25,0.326,0.001,17.9,0.106
18/04/12 0:30,729,12.25,0.326,0.001,17.51,0.154
18/04/12 1:00,730,12.25,0.325,0.001,17.07,0.17
18/04/12 1:30,731,12.25,0.326,0.001,16.53,0.195
18/04/12 2:00,732,12.25,0.326,0.001,15.94,0.169
18/04/12 2:30,733,12.25,0.326,0.001,15.38,0.222
18/04/12 3:00,734,12.25,0.326,0.001,14.89,0.079
18/04/12 3:30,735,12.25,0.327,0.002,14.78,0.098
18/04/12 4:00,736,12.25,0.325,0.002,14.71,0.034
18/04/12 4:30,737,12.25,0.327,0.002,14.7,0.009
18/04/12 5:00,738,12.25,0.328,0.001,14.62,0.043
18/04/12 5:30,739,12.25,0.325,0.002,14.49,0.1
18/04/12 6:00,740,12.25,0.324,0.001,14.38,0.043
18/04/12 6:30,741,12.25,0.325,0,14.3,0.011
18/04/12 7:00,742,12.25,0.325,0,14.24,0.093
18/04/12 7:30,743,12.25,0.325,0,14.13,0.074
18/04/12 8:00,744,12.25,0.325,0,14.09,0.031
18/04/12 8:30,745,12.25,0.325,0,13.94,0.09
18/04/12 9:00,746,12.25,0.325,0,13.74,0.049
18/04/12 9:30,747,12.25,0.324,0.001,13.51,0.081
18/04/12 10:00,748,12.25,0.322,0.001,13.43,0.046
18/04/12 10:30,749,12.25,0.322,0.001,13.4,0
18/04/12 11:00,750,12.25,0.323,0.001,13.4,0
18/04/12 11:30,751,12.25,0.324,0.001,13.4,0
18/04/12 12:00,752,12.25,0.324,0.001,13.4,0
18/04/12 12:30,753,12.25,0.324,0,13.38,0.037
18/04/12 13:00,754,12.25,0.324,0,13.56,0.153
18/04/12 13:30,755,12.25,0.325,0,14.12,0.165
18/04/12 14:00,756,12.25,0.325,0,14.48,0.103
18/04/12 14:30,757,12.25,0.325,0,14.94,0.19
18/04/12 15:00,758,12.25,0.325,0.001,15.53,0.14
18/04/12 15:30,759,12.25,0.323,0.001,16.44,0.325
18/04/12 16:00,760,12.25,0.323,0,17.5,0.25
18/04/12 16:30,761,12.25,0.323,0.001,18.11,0.142
18/04/12 17:00,762,12.25,0.322,0.001,18.24,0.098
18/04/12 17:30,763,12.25,0.322,0,18,0.02
18/04/12 18:00,764,12.25,0.322,0.001,17.93,0.065
18/04/12 18:30,765,12.25,0.32,0.001,18.8,0.364
18/04/12 19:00,766,12.25,0.32,0.002,19.65,0.147
18/04/12 19:30,767,12.25,0.319,0.001,19.89,0.039
18/04/12 20:00,768,12.25,0.317,0.001,20.02,0.097
18/04/12 20:30,769,12.25,0.316,0.002,20.07,0.074
18/04/12 21:00,770,12.25,0.315,0.001,20,0.1
18/04/12 21:30,771,12.25,0.314,0.001,19.9,0.023
18/04/12 22:00,772,12.25,0.313,0,19.76,0.101
18/04/12 22:30,773,12.25,0.311,0.002,19.55,0.084
18/04/12 23:00,774,12.25,0.312,0.001,19.34,0.105
18/04/12 23:30,775,12.25,0.31,0.001,19.08,0.067
19/04/12 0:00,776,12.25,0.31,0,18.83,0.107
19/04/12 0:30,777,12.25,0.309,0,18.57,0.083
19/04/12 1:00,778,12.25,0.309,0,18.21,0.16
19/04/12 1:30,779,12.25,0.31,0,17.79,0.13
19/04/12 2:00,780,12.25,0.309,0.002,17.41,0.102
19/04/12 2:30,781,12.25,0.307,0.001,17.23,0.051
19/04/12 3:00,782,12.25,0.307,0.001,16.99,0.096
19/04/12 3:30,783,12.25,0.309,0.001,16.78,0.043
19/04/12 4:00,784,12.25,0.31,0,16.7,0.007
19/04/12 4:30,785,12.25,0.309,0.002,16.66,0.079
19/04/12 5:00,786,12.25,0.306,0.001,16.5,0.026
19/04/12 5:30,787,12.25,0.306,0.001,16.4,0.1
19/04/12 6:00,788,12.25,0.307,0,16.3,0.013
19/04/12 6:30,789,12.25,0.307,0,16.21,0.034
19/04/12 7:00,790,12.25,0.306,0,16.05,0.09
19/04/12 7:30,791,12.25,0.306,0,15.9,0.1
